Age,Turnover,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35.0,No,Travel_Rarely,503.0,Support,5.0,2,Technical Degree,1,4898.0,3,Male,60,1.0,1,Research Director,2.0,Single,36998.0,73996.0,1.0,Y,No,41.0,4.0,3.0,80,3,2.0,1.0,2,1.0,1.0,1.0,1
49.0,Yes,Travel_Rarely,104.0,Software,34.0,3,Medical,1,1190.0,1,Male,30,4.0,3,Human Resources,2.0,Divorced,8081.0,185863.0,8.0,Y,Yes,7.0,2.0,2.0,80,3,26.0,5.0,4,25.0,4.0,8.0,16
58.0,Yes,Travel_Rarely,465.0,Research & Development,34.0,5,Human Resources,1,5972.0,2,Female,90,4.0,4,Developer,4.0,Single,21930.0,526320.0,8.0,Y,No,22.0,3.0,4.0,80,1,4.0,5.0,2,3.0,1.0,3.0,3
25.0,Yes,Travel_Frequently,1396.0,Research & Development,28.0,2,Human Resources,1,7232.0,1,Female,108,3.0,3,Sales Representative,2.0,Single,12650.0,379500.0,5.0,Y,No,48.0,3.0,4.0,80,2,8.0,1.0,4,4.0,4.0,2.0,4
33.0,No,Non-Travel,522.0,Human Resources,29.0,3,Medical,1,4726.0,2,Male,134,1.0,5,Research Scientist,3.0,Divorced,29923.0,777998.0,2.0,Y,Yes,40.0,2.0,1.0,80,4,28.0,1.0,4,27.0,18.5,8.0,5
43.0,No,Travel_Rarely,692.0,Sales,30.0,5,Technical Degree,1,489.0,3,Male,139,4.0,3,Research Director,2.0,Divorced,5789.0,167881.0,0.0,Y,Yes,7.0,1.0,2.0,80,2,32.0,6.0,1,21.0,1.0,17.0,21
25.0,No,Travel_Frequently,438.0,Human Resources,26.0,4,Medical,1,1008.0,4,Male,130,3.0,2,Healthcare Representative,4.0,Divorced,11007.0,264168.0,8.0,Y,Yes,7.0,3.0,4.0,80,4,32.0,1.0,4,16.0,1.0,6.0,16
32.0,Yes,Travel_Frequently,245.0,Sales,25.0,3,Marketing,1,6105.0,2,Male,137,2.0,4,Human Resources,2.0,Single,18883.0,566490.0,5.0,Y,No,38.0,1.0,1.0,80,4,16.0,3.0,4,4.0,1.0,2.0,3
34.0,Yes,Non-Travel,266.0,Hardware,35.0,4,Marketing,1,43.0,3,Male,136,3.0,1,Laboratory Technician,3.0,Single,2958.0,65076.0,7.0,Y,Yes,32.0,4.0,2.0,80,1,33.0,5.0,1,1.0,1.0,1.0,1
60.0,Yes,Travel_Frequently,157.0,Sales,16.0,5,Medical,1,9125.0,4,Male,34,3.0,1,Sales Executive,2.0,Divorced,37135.0,482755.0,8.0,Y,No,32.0,2.0,1.0,80,1,21.0,3.0,1,1.0,1.0,1.0,1
60.0,Yes,Travel_Rarely,129.0,Software,20.0,4,Other,1,5935.0,3,Male,83,3.0,4,Healthcare Representative,3.0,Single,27847.0,835410.0,4.0,Y,Yes,30.0,3.0,4.0,80,1,3.0,5.0,4,3.0,1.0,2.0,1
44.0,Yes,Travel_Frequently,1064.0,Hardware,29.0,3,Life Sciences,1,5519.0,1,Female,81,2.0,2,Manager,4.0,Married,25278.0,353892.0,2.0,Y,No,8.0,1.0,3.0,80,2,29.0,3.0,4,11.0,9.0,5.0,2
30.0,Yes,Travel_Frequently,1403.0,Sales,1.0,2,Human Resources,1,7476.0,1,Male,162,4.0,3,Healthcare Representative,2.0,Single,19463.0,330871.0,6.0,Y,No,37.0,3.0,3.0,80,2,7.0,6.0,2,5.0,4.0,2.0,4
57.0,Yes,Travel_Rarely,313.0,Support,42.0,5,Medical,1,3816.0,2,Female,174,2.0,1,Sales Executive,2.0,Single,47293.0,1313547.125,1.0,Y,Yes,48.0,4.0,2.0,80,3,37.0,6.0,4,8.0,4.0,4.0,1
54.0,No,Non-Travel,1049.0,Hardware,41.0,3,Human Resources,1,3149.0,1,Female,54,2.0,4,Human Resources,4.0,Single,20371.0,529646.0,6.0,Y,No,9.0,3.0,2.0,80,3,6.0,6.0,4,6.0,5.0,1.0,6
35.0,No,Travel_Rarely,133.0,Sales,24.0,5,Marketing,1,6661.0,3,Male,31,4.0,5,Manufacturing Director,2.0,Single,37792.0,1133760.0,2.0,Y,No,0.0,1.0,3.0,80,3,26.0,3.0,4,23.0,2.0,11.0,4
46.0,Yes,Non-Travel,420.0,Sales,7.0,2,Other,1,9154.0,2,Female,182,2.0,4,Research Director,1.0,Married,48727.0,97454.0,0.0,Y,Yes,47.0,3.0,4.0,80,3,8.0,5.0,1,1.0,1.0,1.0,1
54.0,No,Travel_Frequently,788.0,Human Resources,21.0,4,Technical Degree,1,6568.0,1,Female,114,2.0,5,Laboratory Technician,1.0,Divorced,34495.0,172475.0,1.0,Y,No,44.0,1.0,3.0,80,3,13.0,2.0,1,9.0,8.0,8.0,2
23.0,Yes,Non-Travel,1179.0,Software,6.0,5,Other,1,899.0,2,Female,177,2.0,1,Laboratory Technician,1.0,Single,11313.0,124443.0,8.0,Y,No,47.0,2.0,4.0,80,1,8.0,3.0,4,6.0,5.0,6.0,4
27.0,No,Non-Travel,481.0,Software,47.0,5,Human Resources,1,7821.0,2,Male,76,1.0,3,Research Scientist,2.0,Divorced,22972.0,643216.0,8.0,Y,No,44.0,4.0,4.0,80,2,35.0,6.0,1,20.0,17.0,3.0,18
29.0,Yes,Non-Travel,128.0,Hardware,10.0,2,Medical,1,1110.0,4,Male,195,3.0,5,Sales Representative,1.0,Divorced,42711.0,1153197.0,7.0,Y,No,12.0,4.0,4.0,80,4,16.0,1.0,3,1.0,1.0,1.0,1
23.0,Yes,Non-Travel,912.0,Hardware,1.0,5,Life Sciences,1,5944.0,4,Male,125,1.0,1,Human Resources,2.0,Single,34860.0,209160.0,8.0,Y,Yes,18.0,4.0,2.0,80,1,39.0,2.0,3,11.0,9.0,9.0,9
41.0,Yes,Travel_Frequently,411.0,Support,28.0,3,Other,1,3190.0,2,Female,113,1.0,1,Manager,3.0,Single,13827.0,290367.0,3.0,Y,No,30.0,2.0,1.0,80,3,10.0,2.0,4,5.0,1.0,3.0,3
18.0,Yes,Travel_Rarely,1205.0,Hardware,41.0,4,Marketing,1,4060.0,3,Male,92,2.0,5,Human Resources,1.0,Divorced,22765.0,455300.0,8.0,Y,Yes,38.0,1.0,4.0,80,2,3.0,6.0,3,2.0,1.0,1.0,2
36.0,Yes,Travel_Rarely,619.0,Hardware,50.0,2,Marketing,1,6556.0,4,Female,166,1.0,2,Human Resources,1.0,Divorced,48673.0,778768.0,0.0,Y,Yes,22.0,2.0,3.0,80,1,26.0,2.0,3,25.0,8.0,17.0,20
43.0,Yes,Non-Travel,779.0,Research & Development,44.0,5,Medical,1,1312.0,4,Female,195,1.0,3,Manufacturing Director,1.0,Married,42971.0,42971.0,8.0,Y,No,3.0,1.0,1.0,80,3,40.0,6.0,1,18.0,10.0,1.0,15
49.0,No,Travel_Frequently,1094.0,Software,38.0,1,Marketing,1,4150.0,4,Male,189,2.0,1,Sales Executive,2.0,Divorced,3111.0,62220.0,2.0,Y,No,35.0,2.0,1.0,80,2,20.0,3.0,1,17.0,5.0,4.0,15
19.0,Yes,Non-Travel,816.0,Sales,36.0,2,Life Sciences,1,1019.0,1,Female,67,1.0,2,Manager,3.0,Single,50753.0,1167319.0,0.0,Y,Yes,42.0,4.0,3.0,80,3,34.0,3.0,4,29.0,18.5,13.0,17
38.0,No,Non-Travel,1272.0,Sales,41.0,2,Other,1,6133.0,4,Female,121,4.0,1,Manufacturing Director,2.0,Divorced,16713.0,233982.0,3.0,Y,Yes,4.0,2.0,3.0,80,2,30.0,3.0,1,2.0,2.0,2.0,2
57.0,Yes,Travel_Frequently,952.0,Research & Development,30.0,1,Marketing,1,120.0,3,Male,54,1.0,4,Manager,2.0,Married,1440.0,7200.0,0.0,Y,No,16.0,2.0,3.0,80,1,9.0,2.0,3,8.0,1.0,4.0,5
24.0,Yes,Travel_Rarely,465.0,Support,18.0,4,Human Resources,1,6063.0,3,Female,75,1.0,2,Laboratory Technician,3.0,Divorced,45383.0,1313547.125,4.0,Y,Yes,24.0,4.0,2.0,80,4,7.0,2.0,4,1.0,1.0,1.0,1
53.0,Yes,Travel_Frequently,1174.0,Support,30.0,5,Medical,1,923.0,1,Female,162,2.0,2,Manufacturing Director,1.0,Divorced,30562.0,488992.0,0.0,Y,No,45.0,2.0,1.0,80,4,25.0,2.0,3,6.0,5.0,1.0,4
29.0,Yes,Non-Travel,329.0,Hardware,24.0,2,Technical Degree,1,6990.0,2,Male,164,1.0,2,Research Director,3.0,Married,14815.0,222225.0,6.0,Y,Yes,43.0,2.0,2.0,80,3,23.0,4.0,3,9.0,1.0,3.0,9
27.0,No,Travel_Frequently,1086.0,Sales,23.0,2,Other,1,7668.0,1,Female,42,4.0,1,Manufacturing Director,2.0,Single,45506.0,591578.0,7.0,Y,Yes,47.0,2.0,3.0,80,4,3.0,3.0,2,2.0,1.0,2.0,2
48.0,No,Travel_Frequently,339.0,Hardware,16.0,2,Other,1,322.0,2,Male,185,1.0,1,Manager,3.0,Married,40432.0,929936.0,2.0,Y,No,1.0,3.0,3.0,80,3,27.0,5.0,3,9.0,6.0,4.0,9
29.0,Yes,Travel_Rarely,695.0,Software,41.0,1,Life Sciences,1,5095.0,1,Female,190,3.0,5,Sales Representative,1.0,Single,21000.0,168000.0,6.0,Y,Yes,14.0,4.0,2.0,80,1,1.0,6.0,1,1.0,1.0,1.0,1
41.0,Yes,Non-Travel,539.0,Research & Development,48.0,1,Medical,1,7227.0,1,Female,134,1.0,3,Sales Executive,4.0,Married,20547.0,554769.0,6.0,Y,Yes,44.0,4.0,2.0,80,1,29.0,1.0,3,2.0,2.0,2.0,1
24.0,Yes,Travel_Rarely,347.0,Hardware,27.0,1,Marketing,1,2634.0,4,Female,133,3.0,4,Sales Executive,4.0,Divorced,37459.0,561885.0,0.0,Y,Yes,16.0,3.0,3.0,80,4,32.0,1.0,1,6.0,4.0,2.0,5
53.0,No,Travel_Frequently,463.0,Hardware,46.0,4,Life Sciences,1,7551.0,3,Male,108,1.0,1,Human Resources,1.0,Married,12248.0,48992.0,4.0,Y,Yes,25.0,2.0,3.0,80,1,15.0,1.0,3,11.0,3.0,8.0,8
44.0,No,Travel_Rarely,1226.0,Sales,34.0,5,Life Sciences,1,2573.0,2,Female,111,2.0,5,Laboratory Technician,2.0,Divorced,41000.0,246000.0,0.0,Y,No,6.0,3.0,1.0,80,4,26.0,3.0,2,11.0,6.0,3.0,9
41.0,No,Travel_Frequently,1487.0,Software,28.0,3,Marketing,1,6920.0,2,Male,39,3.0,3,Manufacturing Director,4.0,Single,42887.0,1072175.0,5.0,Y,No,27.0,3.0,4.0,80,3,1.0,3.0,4,1.0,1.0,1.0,1
57.0,No,Travel_Frequently,1284.0,Hardware,14.0,1,Medical,1,6788.0,1,Male,138,3.0,2,Laboratory Technician,1.0,Divorced,15348.0,61392.0,8.0,Y,Yes,24.0,4.0,3.0,80,2,17.0,4.0,3,15.0,7.0,14.0,10
49.0,No,Travel_Rarely,413.0,Hardware,38.0,4,Technical Degree,1,6013.0,2,Female,105,3.0,5,Healthcare Representative,2.0,Divorced,44159.0,264954.0,4.0,Y,Yes,31.0,2.0,2.0,80,2,19.0,1.0,1,17.0,3.0,5.0,10
56.0,Yes,Non-Travel,646.0,Hardware,50.0,2,Life Sciences,1,1096.0,1,Female,77,1.0,2,Sales Representative,2.0,Divorced,44977.0,1259356.0,5.0,Y,No,2.0,4.0,2.0,80,2,37.0,3.0,2,28.0,14.0,17.0,1
36.0,No,Travel_Rarely,1019.0,Human Resources,12.0,5,Life Sciences,1,9116.0,3,Female,111,2.0,5,Research Scientist,4.0,Single,3256.0,58608.0,7.0,Y,No,36.0,2.0,2.0,80,4,27.0,3.0,3,12.0,2.0,4.0,6
45.0,Yes,Travel_Frequently,1010.0,Sales,26.0,3,Marketing,1,9468.0,3,Male,120,1.0,2,Manufacturing Director,2.0,Divorced,38643.0,1159290.0,1.0,Y,No,0.0,4.0,4.0,80,2,12.0,1.0,1,4.0,1.0,1.0,4
60.0,No,Travel_Frequently,271.0,Human Resources,43.0,4,Life Sciences,1,3654.0,4,Female,185,3.0,5,Manufacturing Director,4.0,Divorced,40283.0,40283.0,4.0,Y,No,37.0,3.0,1.0,80,3,31.0,4.0,1,1.0,1.0,1.0,1
57.0,No,Non-Travel,793.0,Support,12.0,2,Medical,1,9358.0,1,Male,30,4.0,4,Laboratory Technician,4.0,Married,25252.0,429284.0,4.0,Y,No,13.0,4.0,1.0,80,1,27.0,5.0,4,8.0,8.0,2.0,5
43.0,Yes,Non-Travel,594.0,Hardware,24.0,3,Marketing,1,8739.0,4,Female,51,3.0,3,Developer,2.0,Married,43381.0,737477.0,1.0,Y,Yes,49.0,4.0,3.0,80,1,2.0,2.0,1,1.0,1.0,1.0,1
56.0,No,Travel_Frequently,684.0,Sales,37.0,2,Other,1,4788.0,2,Male,199,2.0,5,Healthcare Representative,4.0,Single,10181.0,50905.0,7.0,Y,No,24.0,2.0,2.0,80,3,32.0,3.0,2,6.0,1.0,3.0,3
37.0,No,Non-Travel,1464.0,Research & Development,33.0,3,Technical Degree,1,2707.0,3,Female,50,1.0,3,Research Scientist,4.0,Married,27833.0,389662.0,4.0,Y,No,32.0,3.0,2.0,80,3,8.0,5.0,2,2.0,2.0,1.0,2
29.0,No,Non-Travel,1004.0,Support,36.0,1,Marketing,1,6508.0,2,Male,38,1.0,1,Sales Representative,1.0,Married,46164.0,369312.0,1.0,Y,Yes,31.0,4.0,4.0,80,1,6.0,6.0,2,5.0,5.0,2.0,5
25.0,No,Travel_Frequently,269.0,Support,47.0,4,Marketing,1,306.0,3,Female,120,4.0,4,Manufacturing Director,3.0,Divorced,50073.0,150219.0,5.0,Y,No,25.0,1.0,3.0,80,4,25.0,1.0,3,2.0,2.0,2.0,2
47.0,Yes,Non-Travel,983.0,Support,18.0,5,Technical Degree,1,2074.0,4,Female,120,2.0,2,Manager,4.0,Divorced,29236.0,818608.0,8.0,Y,Yes,29.0,3.0,1.0,80,2,12.0,1.0,1,7.0,4.0,3.0,4
48.0,Yes,Travel_Frequently,1012.0,Support,49.0,5,Marketing,1,3732.0,2,Female,176,2.0,4,Research Scientist,2.0,Divorced,15302.0,183624.0,4.0,Y,Yes,10.0,3.0,3.0,80,3,34.0,4.0,3,5.0,3.0,2.0,1
26.0,No,Non-Travel,709.0,Research & Development,43.0,3,Technical Degree,1,8451.0,2,Male,117,2.0,3,Sales Representative,1.0,Married,15738.0,173118.0,1.0,Y,No,13.0,2.0,3.0,80,2,9.0,6.0,1,5.0,1.0,3.0,2
31.0,Yes,Travel_Rarely,1346.0,Research & Development,41.0,5,Human Resources,1,1162.0,4,Male,43,2.0,3,Research Director,2.0,Single,12694.0,177716.0,5.0,Y,No,31.0,4.0,1.0,80,3,18.0,1.0,3,6.0,4.0,2.0,2
45.0,No,Travel_Rarely,1433.0,Support,1.0,3,Human Resources,1,703.0,2,Female,90,1.0,3,Research Director,3.0,Divorced,40241.0,563374.0,5.0,Y,No,13.0,4.0,2.0,80,3,2.0,4.0,2,2.0,2.0,1.0,1
41.0,Yes,Travel_Rarely,250.0,Human Resources,24.0,3,Human Resources,1,5888.0,1,Male,187,1.0,3,Healthcare Representative,3.0,Single,44719.0,536628.0,3.0,Y,Yes,3.0,1.0,2.0,80,1,2.0,6.0,4,1.0,1.0,1.0,1
35.0,No,Non-Travel,831.0,Support,1.0,5,Medical,1,2562.0,1,Male,188,1.0,3,Research Director,2.0,Single,4001.0,52013.0,8.0,Y,No,32.0,4.0,1.0,80,2,40.0,3.0,4,4.0,1.0,1.0,2
60.0,Yes,Non-Travel,773.0,Software,36.0,2,Medical,1,1082.0,3,Female,55,2.0,3,Healthcare Representative,2.0,Married,19570.0,371830.0,2.0,Y,Yes,47.0,3.0,4.0,80,4,30.0,4.0,1,16.0,16.0,2.0,4
32.0,No,Travel_Rarely,478.0,Research & Development,34.0,4,Medical,1,1121.0,3,Female,148,1.0,3,Manufacturing Director,4.0,Divorced,40560.0,365040.0,1.0,Y,No,40.0,1.0,3.0,80,1,37.0,5.0,4,16.0,8.0,8.0,14
45.0,Yes,Non-Travel,1146.0,Hardware,31.0,4,Other,1,8655.0,3,Male,186,2.0,1,Manufacturing Director,4.0,Single,20207.0,505175.0,8.0,Y,Yes,46.0,4.0,3.0,80,1,28.0,3.0,1,16.0,15.0,6.0,2
43.0,No,Travel_Frequently,465.0,Research & Development,18.0,1,Medical,1,8709.0,2,Male,101,1.0,2,Manager,4.0,Single,21453.0,235983.0,1.0,Y,Yes,2.0,2.0,3.0,80,4,26.0,6.0,2,7.0,1.0,2.0,2
19.0,Yes,Non-Travel,1177.0,Human Resources,30.0,2,Life Sciences,1,2907.0,3,Female,120,1.0,2,Human Resources,4.0,Married,21314.0,490222.0,2.0,Y,No,47.0,4.0,4.0,80,4,29.0,6.0,3,28.0,4.0,2.0,9
44.0,No,Travel_Rarely,846.0,Research & Development,22.0,1,Marketing,1,4964.0,2,Female,70,2.0,3,Laboratory Technician,3.0,Married,45392.0,90784.0,1.0,Y,No,0.0,2.0,3.0,80,2,29.0,5.0,2,24.0,2.0,15.0,18
38.0,Yes,Travel_Frequently,863.0,Support,38.0,5,Other,1,375.0,3,Male,32,3.0,2,Human Resources,2.0,Divorced,33703.0,1011090.0,8.0,Y,Yes,34.0,4.0,4.0,80,4,37.0,2.0,2,22.0,18.5,17.0,21
41.0,Yes,Travel_Rarely,105.0,Software,43.0,3,Medical,1,1977.0,4,Male,138,1.0,2,Human Resources,2.0,Single,6588.0,39528.0,4.0,Y,Yes,9.0,3.0,2.0,80,3,38.0,3.0,2,2.0,1.0,2.0,1
22.0,No,Non-Travel,575.0,Human Resources,16.0,1,Technical Degree,1,6419.0,3,Female,175,4.0,2,Research Scientist,1.0,Single,16111.0,225554.0,5.0,Y,Yes,37.0,1.0,2.0,80,1,8.0,5.0,1,7.0,5.0,5.0,4
57.0,No,Travel_Frequently,674.0,Hardware,19.0,1,Technical Degree,1,837.0,1,Male,146,1.0,2,Manager,4.0,Divorced,15336.0,291384.0,5.0,Y,Yes,33.0,3.0,3.0,80,1,20.0,4.0,2,2.0,1.0,2.0,1
58.0,Yes,Travel_Frequently,748.0,Support,40.0,1,Technical Degree,1,5092.0,2,Male,84,3.0,3,Manufacturing Director,1.0,Divorced,28826.0,144130.0,3.0,Y,Yes,25.0,2.0,2.0,80,4,28.0,4.0,1,1.0,1.0,1.0,1
25.0,Yes,Travel_Frequently,739.0,Human Resources,26.0,3,Technical Degree,1,730.0,1,Male,146,3.0,3,Sales Executive,1.0,Single,23108.0,577700.0,4.0,Y,Yes,8.0,2.0,3.0,80,1,26.0,5.0,1,20.0,5.0,12.0,4
49.0,No,Travel_Frequently,390.0,Sales,8.0,4,Human Resources,1,7031.0,3,Male,49,2.0,3,Research Scientist,1.0,Married,37254.0,37254.0,2.0,Y,Yes,41.0,2.0,3.0,80,4,24.0,3.0,1,23.0,18.0,9.0,10
60.0,No,Non-Travel,365.0,Sales,14.0,2,Medical,1,4728.0,4,Male,44,4.0,2,Human Resources,4.0,Single,21519.0,451899.0,3.0,Y,No,11.0,4.0,2.0,80,3,30.0,3.0,1,16.0,8.0,3.0,4
41.0,Yes,Travel_Frequently,145.0,Software,21.0,1,Other,1,1158.0,2,Male,83,3.0,3,Sales Representative,1.0,Single,7717.0,169774.0,1.0,Y,Yes,20.0,4.0,3.0,80,2,35.0,3.0,2,15.0,14.0,6.0,6
53.0,No,Non-Travel,1071.0,Support,41.0,2,Other,1,3623.0,2,Female,179,2.0,5,Research Director,1.0,Single,26184.0,445128.0,8.0,Y,No,14.0,4.0,1.0,80,1,40.0,4.0,4,25.0,8.0,17.0,10
58.0,No,Travel_Frequently,200.0,Hardware,48.0,3,Other,1,2483.0,1,Male,52,4.0,3,Research Director,1.0,Married,49813.0,747195.0,2.0,Y,No,40.0,4.0,2.0,80,4,10.0,6.0,4,5.0,3.0,4.0,4
55.0,No,Non-Travel,138.0,Support,16.0,4,Human Resources,1,7950.0,3,Female,32,1.0,3,Sales Representative,1.0,Married,1419.0,32637.0,4.0,Y,Yes,5.0,4.0,1.0,80,2,9.0,4.0,4,3.0,1.0,2.0,2
34.0,No,Travel_Rarely,1333.0,Support,48.0,5,Marketing,1,5103.0,2,Female,134,3.0,2,Manager,1.0,Married,3190.0,31900.0,0.0,Y,Yes,5.0,4.0,2.0,80,2,3.0,2.0,4,2.0,2.0,2.0,1
34.0,No,Travel_Frequently,1091.0,Research & Development,38.0,2,Life Sciences,1,3499.0,4,Male,153,2.0,3,Healthcare Representative,1.0,Married,38194.0,1031238.0,5.0,Y,Yes,44.0,1.0,2.0,80,2,32.0,2.0,4,23.0,8.0,8.0,1
18.0,Yes,Travel_Frequently,1398.0,Software,8.0,4,Life Sciences,1,6905.0,1,Male,117,3.0,2,Laboratory Technician,4.0,Single,28823.0,807044.0,1.0,Y,No,43.0,2.0,1.0,80,4,18.0,2.0,2,2.0,2.0,1.0,1
45.0,No,Travel_Frequently,911.0,Hardware,44.0,3,Marketing,1,6299.0,2,Male,56,2.0,1,Research Scientist,4.0,Single,38666.0,927984.0,0.0,Y,Yes,36.0,2.0,3.0,80,4,20.0,6.0,1,11.0,3.0,8.0,10
21.0,No,Non-Travel,157.0,Human Resources,37.0,4,Human Resources,1,7725.0,2,Female,103,3.0,4,Research Scientist,4.0,Married,25541.0,561902.0,5.0,Y,No,31.0,4.0,4.0,80,3,38.0,5.0,4,32.0,7.0,14.0,16
54.0,No,Travel_Rarely,240.0,Support,15.0,5,Medical,1,8521.0,3,Female,99,2.0,2,Developer,1.0,Divorced,38998.0,584970.0,8.0,Y,Yes,2.0,2.0,4.0,80,4,35.0,4.0,4,15.0,3.0,5.0,9
39.0,Yes,Non-Travel,278.0,Hardware,14.0,5,Life Sciences,1,7014.0,3,Male,127,4.0,2,Sales Representative,1.0,Divorced,22943.0,206487.0,0.0,Y,No,11.0,3.0,1.0,80,2,13.0,2.0,3,10.0,6.0,6.0,7
48.0,No,Travel_Rarely,879.0,Software,13.0,1,Other,1,7211.0,1,Female,38,1.0,5,Research Director,1.0,Single,13569.0,176397.0,7.0,Y,No,4.0,4.0,2.0,80,3,28.0,3.0,1,3.0,3.0,2.0,1
31.0,Yes,Travel_Rarely,1375.0,Sales,15.0,1,Marketing,1,7948.0,3,Female,137,1.0,3,Manager,4.0,Single,10325.0,289100.0,6.0,Y,Yes,46.0,4.0,4.0,80,1,39.0,3.0,1,14.0,9.0,14.0,2
31.0,Yes,Travel_Frequently,1194.0,Research & Development,25.0,4,Human Resources,1,9677.0,4,Male,76,3.0,3,Research Director,4.0,Single,12467.0,37401.0,6.0,Y,No,27.0,1.0,2.0,80,2,13.0,3.0,3,12.0,1.0,10.0,9
45.0,Yes,Non-Travel,710.0,Human Resources,27.0,1,Marketing,1,7034.0,4,Female,183,3.0,5,Sales Representative,2.0,Divorced,45668.0,1313547.125,4.0,Y,No,4.0,3.0,1.0,80,3,21.0,1.0,1,12.0,5.0,9.0,1
60.0,No,Travel_Rarely,1023.0,Human Resources,22.0,3,Technical Degree,1,2838.0,1,Female,104,2.0,4,Sales Representative,2.0,Divorced,16630.0,199560.0,5.0,Y,Yes,0.0,3.0,4.0,80,1,24.0,3.0,4,24.0,6.0,10.0,4
49.0,No,Non-Travel,469.0,Support,13.0,3,Other,1,4061.0,2,Female,85,3.0,5,Human Resources,1.0,Married,12024.0,240480.0,4.0,Y,Yes,48.0,2.0,2.0,80,4,33.0,3.0,4,19.0,8.0,12.0,13
39.0,Yes,Non-Travel,1477.0,Support,47.0,2,Marketing,1,1641.0,2,Male,152,4.0,5,Healthcare Representative,3.0,Single,45677.0,456770.0,5.0,Y,No,12.0,2.0,1.0,80,2,31.0,4.0,1,9.0,3.0,7.0,8
34.0,No,Travel_Rarely,213.0,Software,17.0,5,Technical Degree,1,8274.0,3,Male,41,4.0,4,Research Scientist,1.0,Divorced,7619.0,129523.0,4.0,Y,Yes,4.0,3.0,2.0,80,2,14.0,6.0,3,3.0,1.0,1.0,1
22.0,No,Non-Travel,581.0,Hardware,26.0,5,Marketing,1,1069.0,1,Male,103,4.0,1,Human Resources,2.0,Single,43438.0,912198.0,5.0,Y,No,12.0,3.0,1.0,80,1,26.0,5.0,1,23.0,18.5,14.0,15
53.0,Yes,Non-Travel,238.0,Human Resources,35.0,2,Life Sciences,1,8554.0,4,Female,181,2.0,2,Manufacturing Director,1.0,Divorced,36098.0,36098.0,0.0,Y,Yes,35.0,1.0,1.0,80,2,4.0,6.0,4,4.0,1.0,1.0,1
29.0,Yes,Non-Travel,1115.0,Support,47.0,2,Human Resources,1,640.0,2,Female,145,1.0,3,Human Resources,1.0,Divorced,18264.0,438336.0,6.0,Y,No,30.0,4.0,3.0,80,2,16.0,3.0,3,10.0,6.0,3.0,2
46.0,No,Non-Travel,1128.0,Software,20.0,4,Marketing,1,3105.0,2,Female,121,1.0,1,Research Director,1.0,Single,7914.0,55398.0,5.0,Y,Yes,28.0,2.0,2.0,80,3,32.0,2.0,1,27.0,14.0,17.0,25
51.0,No,Non-Travel,643.0,Sales,41.0,3,Other,1,1348.0,2,Male,138,4.0,5,Manager,4.0,Divorced,34169.0,34169.0,1.0,Y,No,43.0,1.0,3.0,80,4,16.0,5.0,3,12.0,9.0,5.0,5
29.0,Yes,Travel_Frequently,124.0,Hardware,43.0,3,Other,1,7329.0,4,Female,194,2.0,5,Manufacturing Director,2.0,Divorced,48915.0,538065.0,4.0,Y,No,35.0,2.0,4.0,80,2,18.0,4.0,1,9.0,7.0,1.0,7
41.0,Yes,Travel_Rarely,106.0,Hardware,39.0,5,Marketing,1,4304.0,2,Female,106,4.0,1,Laboratory Technician,2.0,Married,22946.0,367136.0,5.0,Y,Yes,36.0,1.0,4.0,80,3,8.0,4.0,4,8.0,5.0,2.0,5
38.0,No,Travel_Frequently,661.0,Support,17.0,2,Technical Degree,1,4185.0,1,Female,160,1.0,1,Research Scientist,2.0,Divorced,40921.0,1063946.0,2.0,Y,No,34.0,2.0,1.0,80,2,26.0,5.0,1,1.0,1.0,1.0,1
18.0,Yes,Travel_Rarely,474.0,Software,2.0,3,Technical Degree,1,9096.0,3,Male,94,3.0,3,Manufacturing Director,1.0,Single,7450.0,126650.0,5.0,Y,Yes,24.0,4.0,2.0,80,2,25.0,6.0,1,8.0,7.0,5.0,6
53.0,Yes,Travel_Rarely,1140.0,Research & Development,24.0,2,Life Sciences,1,5139.0,2,Female,171,1.0,1,Manager,1.0,Married,41954.0,545402.0,1.0,Y,Yes,46.0,2.0,2.0,80,4,38.0,4.0,3,25.0,15.0,14.0,18
47.0,Yes,Non-Travel,1440.0,Software,44.0,5,Marketing,1,3613.0,1,Male,147,3.0,4,Manufacturing Director,2.0,Divorced,9488.0,237200.0,8.0,Y,No,30.0,2.0,2.0,80,3,3.0,4.0,1,3.0,2.0,3.0,3
50.0,No,Travel_Frequently,797.0,Research & Development,33.0,4,Technical Degree,1,9593.0,1,Female,155,4.0,3,Developer,1.0,Married,28527.0,199689.0,2.0,Y,Yes,24.0,1.0,3.0,80,4,30.0,3.0,3,17.0,3.0,5.0,16
